Area_Name,Date,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
Bear Valley Springs CDP,June,2020-06-01,2020,June,1500,200,0.092
Bear Valley Springs CDP,July,2020-07-01,2020,July,1500,100,0.086
Bear Valley Springs CDP,August,2020-08-01,2020,August,1600,100,0.063
Bear Valley Springs CDP,September,2020-09-01,2020,September,1600,100,0.063
Beaumont city,March,2020-03-01,2020,March,21900,1100,0.047
Beaumont city,April,2020-04-01,2020,April,19300,3200,0.142
Beaumont city,May,2020-05-01,2020,May,19200,3400,0.152
Beaumont city,June,2020-06-01,2020,June,19800,3100,0.136
Beaumont city,July,2020-07-01,2020,July,20000,2800,0.12300000000000001
Beaumont city,August,2020-08-01,2020,August,20300,2100,0.092
Beaumont city,September,2020-09-01,2020,September,20400,2100,0.092
Beckwourth CDP,March,2020-03-01,2020,March,100,0,0.0
Beckwourth CDP,April,2020-04-01,2020,April,90,0,0.0
Beckwourth CDP,May,2020-05-01,2020,May,90,0,0.0
Beckwourth CDP,June,2020-06-01,2020,June,90,0,0.0
Beckwourth CDP,July,2020-07-01,2020,July,100,0,0.0
Beckwourth CDP,August,2020-08-01,2020,August,120,0,0.0
Beckwourth CDP,September,2020-09-01,2020,September,110,0,0.0
Belden CDP,March,2020-03-01,2020,March,0,0,0.0
Belden CDP,April,2020-04-01,2020,April,0,0,0.0
Belden CDP,May,2020-05-01,2020,May,0,0,0.0
Belden CDP,June,2020-06-01,2020,June,0,0,0.0
Belden CDP,July,2020-07-01,2020,July,0,0,0.0
Belden CDP,August,2020-08-01,2020,August,0,0,0.0
Belden CDP,September,2020-09-01,2020,September,0,0,0.0
Bell Gardens city,March,2020-03-01,2020,March,16600,1200,0.068
Bell Gardens city,April,2020-04-01,2020,April,13400,3500,0.207
Bell Gardens city,May,2020-05-01,2020,May,13200,3500,0.21
Bell Gardens city,June,2020-06-01,2020,June,14000,3300,0.192
Bell Gardens city,July,2020-07-01,2020,July,14300,3200,0.182
Bell Gardens city,August,2020-08-01,2020,August,14600,2900,0.168
Bell Gardens city,September,2020-09-01,2020,September,14900,2700,0.155
Bell city,March,2020-03-01,2020,March,13800,1000,0.067
Bell city,April,2020-04-01,2020,April,11200,3000,0.212
Bell city,May,2020-05-01,2020,May,11100,3000,0.21100000000000002
Bell city,June,2020-06-01,2020,June,11700,2900,0.196
Bell city,July,2020-07-01,2020,July,12000,2800,0.188
Bell city,August,2020-08-01,2020,August,12200,2500,0.172
Bell city,September,2020-09-01,2020,September,12400,2300,0.156
Bellflower city,March,2020-03-01,2020,March,33200,2600,0.07200000000000001
Bellflower city,April,2020-04-01,2020,April,26900,7500,0.217
Bellflower city,May,2020-05-01,2020,May,26600,7800,0.22699999999999998
Bellflower city,June,2020-06-01,2020,June,28100,7700,0.214
Bellflower city,July,2020-07-01,2020,July,28700,7400,0.204
Bellflower city,August,2020-08-01,2020,August,29200,6800,0.188
Bellflower city,September,2020-09-01,2020,September,29800,6300,0.174
Belmont city,March,2020-03-01,2020,March,16200,500,0.027000000000000003
Belmont city,April,2020-04-01,2020,April,14000,1300,0.084
Belmont city,May,2020-05-01,2020,May,14000,1300,0.084
Belmont city,June,2020-06-01,2020,June,14400,1300,0.081
Belmont city,July,2020-07-01,2020,July,14800,1100,0.07
Belmont city,August,2020-08-01,2020,August,14900,900,0.054000000000000006
Belmont city,September,2020-09-01,2020,September,15000,800,0.053
Ben Lomond CDP,March,2020-03-01,2020,March,3600,100,0.038
Ben Lomond CDP,April,2020-04-01,2020,April,3100,300,0.084
Ben Lomond CDP,May,2020-05-01,2020,May,3100,200,0.071
Ben Lomond CDP,June,2020-06-01,2020,June,3200,200,0.063
Ben Lomond CDP,July,2020-07-01,2020,July,3200,200,0.054000000000000006
Ben Lomond CDP,August,2020-08-01,2020,August,3200,100,0.04
Ben Lomond CDP,September,2020-09-01,2020,September,3200,100,0.038
Benicia city,March,2020-03-01,2020,March,14300,600,0.038
Benicia city,April,2020-04-01,2020,April,12300,1700,0.122
Benicia city,May,2020-05-01,2020,May,12300,1600,0.11599999999999999
Benicia city,June,2020-06-01,2020,June,12600,1600,0.113
Benicia city,July,2020-07-01,2020,July,12700,1400,0.10099999999999999
Benicia city,August,2020-08-01,2020,August,13000,1100,0.076
Benicia city,September,2020-09-01,2020,September,13100,1000,0.073
Berkeley city,March,2020-03-01,2020,March,59800,2200,0.036000000000000004
Berkeley city,April,2020-04-01,2020,April,51500,5400,0.095
Berkeley city,May,2020-05-01,2020,May,51700,5400,0.094
Berkeley city,June,2020-06-01,2020,June,53100,5900,0.1
Berkeley city,July,2020-07-01,2020,July,53600,5500,0.094
Berkeley city,August,2020-08-01,2020,August,54100,4200,0.071
Berkeley city,September,2020-09-01,2020,September,54500,4000,0.069
Bermuda Dunes CDP,March,2020-03-01,2020,March,3300,200,0.048
Bermuda Dunes CDP,April,2020-04-01,2020,April,2900,500,0.141
Bermuda Dunes CDP,May,2020-05-01,2020,May,2900,500,0.14300000000000002
Bermuda Dunes CDP,June,2020-06-01,2020,June,3000,500,0.132
Bermuda Dunes CDP,July,2020-07-01,2020,July,3100,400,0.12300000000000001
Bermuda Dunes CDP,August,2020-08-01,2020,August,3100,300,0.095
Bermuda Dunes CDP,September,2020-09-01,2020,September,3100,300,0.094
Bertsch Oceanview CDP,March,2020-03-01,2020,March,610,140,0.19
Bertsch Oceanview CDP,April,2020-04-01,2020,April,590,250,0.298
Bertsch Oceanview CDP,May,2020-05-01,2020,May,560,240,0.29600000000000004
Bertsch Oceanview CDP,June,2020-06-01,2020,June,570,230,0.284
Bertsch Oceanview CDP,July,2020-07-01,2020,July,580,210,0.265
Bertsch Oceanview CDP,August,2020-08-01,2020,August,600,160,0.215
Bertsch Oceanview CDP,September,2020-09-01,2020,September,580,160,0.212
Bethel Island CDP,March,2020-03-01,2020,March,800,0,0.031
Bethel Island CDP,April,2020-04-01,2020,April,700,100,0.111
Bethel Island CDP,May,2020-05-01,2020,May,700,100,0.106
Bethel Island CDP,June,2020-06-01,2020,June,700,100,0.10300000000000001
Bethel Island CDP,July,2020-07-01,2020,July,700,100,0.09300000000000001
Bethel Island CDP,August,2020-08-01,2020,August,700,100,0.071
Bethel Island CDP,September,2020-09-01,2020,September,700,100,0.071
Beverly Hills city,March,2020-03-01,2020,March,16900,1000,0.054000000000000006
Beverly Hills city,April,2020-04-01,2020,April,13700,2700,0.16399999999999998
Beverly Hills city,May,2020-05-01,2020,May,13500,2700,0.16699999999999998
Beverly Hills city,June,2020-06-01,2020,June,14300,2800,0.162
Beverly Hills city,July,2020-07-01,2020,July,14600,2600,0.151
Beverly Hills city,August,2020-08-01,2020,August,14900,2300,0.136
Beverly Hills city,September,2020-09-01,2020,September,15200,2000,0.11800000000000001
Big Bear City CDP,March,2020-03-01,2020,March,5500,200,0.03
Big Bear City CDP,April,2020-04-01,2020,April,4900,500,0.085
Big Bear City CDP,May,2020-05-01,2020,May,4900,500,0.08800000000000001
Big Bear City CDP,June,2020-06-01,2020,June,5000,500,0.086
Big Bear City CDP,July,2020-07-01,2020,July,5100,500,0.08199999999999999
Big Bear City CDP,August,2020-08-01,2020,August,5100,300,0.064
Big Bear City CDP,September,2020-09-01,2020,September,5200,400,0.064
Big Bear Lake city,March,2020-03-01,2020,March,2300,0,0.019
Big Bear Lake city,April,2020-04-01,2020,April,2000,100,0.054000000000000006
Big Bear Lake city,May,2020-05-01,2020,May,2000,100,0.055999999999999994
Big Bear Lake city,June,2020-06-01,2020,June,2000,100,0.055
Big Bear Lake city,July,2020-07-01,2020,July,2100,100,0.052000000000000005
Big Bear Lake city,August,2020-08-01,2020,August,2100,100,0.04
Big Bear Lake city,September,2020-09-01,2020,September,2100,100,0.04
Big Pine CDP,March,2020-03-01,2020,March,660,50,0.065
Big Pine CDP,April,2020-04-01,2020,April,560,120,0.177
Big Pine CDP,May,2020-05-01,2020,May,560,110,0.161
Big Pine CDP,June,2020-06-01,2020,June,590,100,0.142
Big Pine CDP,July,2020-07-01,2020,July,600,90,0.124
Big Pine CDP,August,2020-08-01,2020,August,610,60,0.094
Big Pine CDP,September,2020-09-01,2020,September,600,60,0.096
Big River CDP,March,2020-03-01,2020,March,400,0,0.077
Big River CDP,April,2020-04-01,2020,April,300,100,0.201
Big River CDP,May,2020-05-01,2020,May,300,100,0.20800000000000002
Big River CDP,June,2020-06-01,2020,June,300,100,0.203
Big River CDP,July,2020-07-01,2020,July,300,100,0.195
Big River CDP,August,2020-08-01,2020,August,300,100,0.154
Big River CDP,September,2020-09-01,2020,September,300,100,0.155
Biggs city,March,2020-03-01,2020,March,900,0,0.04
Biggs city,April,2020-04-01,2020,April,700,100,0.09300000000000001
Biggs city,May,2020-05-01,2020,May,700,100,0.079
Biggs city,June,2020-06-01,2020,June,800,100,0.07200000000000001
Biggs city,July,2020-07-01,2020,July,800,100,0.066
Biggs city,August,2020-08-01,2020,August,800,0,0.05
Biggs city,September,2020-09-01,2020,September,800,0,0.049
Biola CDP,March,2020-03-01,2020,March,500,200,0.299
Biola CDP,April,2020-04-01,2020,April,400,300,0.41200000000000003
Biola CDP,May,2020-05-01,2020,May,500,300,0.387
Biola CDP,June,2020-06-01,2020,June,500,300,0.368
Biola CDP,July,2020-07-01,2020,July,500,200,0.348
Biola CDP,August,2020-08-01,2020,August,500,200,0.284
Biola CDP,September,2020-09-01,2020,September,500,200,0.285
Bishop city,March,2020-03-01,2020,March,1540,70,0.042
Bishop city,April,2020-04-01,2020,April,1320,180,0.11900000000000001
Bishop city,May,2020-05-01,2020,May,1300,160,0.10800000000000001
Bishop city,June,2020-06-01,2020,June,1390,150,0.095
Bishop city,July,2020-07-01,2020,July,1400,130,0.08199999999999999
Bishop city,August,2020-08-01,2020,August,1420,90,0.061
Bishop city,September,2020-09-01,2020,September,1420,90,0.062
Bloomington CDP,March,2020-03-01,2020,March,9600,600,0.055999999999999994
Bloomington CDP,April,2020-04-01,2020,April,8500,1500,0.15
Bloomington CDP,May,2020-05-01,2020,May,8500,1600,0.155
Bloomington CDP,June,2020-06-01,2020,June,8700,1600,0.152
Bloomington CDP,July,2020-07-01,2020,July,8800,1500,0.145
Bloomington CDP,August,2020-08-01,2020,August,8900,1200,0.114
Bloomington CDP,September,2020-09-01,2020,September,9000,1200,0.114
Blue Lake city,March,2020-03-01,2020,March,500,0,0.049
Blue Lake city,April,2020-04-01,2020,April,400,100,0.13699999999999998
Blue Lake city,May,2020-05-01,2020,May,400,100,0.11800000000000001
Blue Lake city,June,2020-06-01,2020,June,400,100,0.114
Blue Lake city,July,2020-07-01,2020,July,400,100,0.105
Blue Lake city,August,2020-08-01,2020,August,400,0,0.081
Blue Lake city,September,2020-09-01,2020,September,500,0,0.076
Bluewater CDP,March,2020-03-01,2020,March,0,0,0.091
Bluewater CDP,April,2020-04-01,2020,April,0,0,0.212
Bluewater CDP,May,2020-05-01,2020,May,0,0,0.235
Bluewater CDP,June,2020-06-01,2020,June,0,0,0.22899999999999998
Bluewater CDP,July,2020-07-01,2020,July,0,0,0.20600000000000002
Bluewater CDP,August,2020-08-01,2020,August,0,0,0.17600000000000002
Bluewater CDP,September,2020-09-01,2020,September,0,0,0.17600000000000002
Blythe city,March,2020-03-01,2020,March,5400,300,0.055999999999999994
Blythe city,April,2020-04-01,2020,April,4700,900,0.162
Blythe city,May,2020-05-01,2020,May,4700,900,0.165
Blythe city,June,2020-06-01,2020,June,4900,900,0.153
Blythe city,July,2020-07-01,2020,July,4900,800,0.142
Blythe city,August,2020-08-01,2020,August,5000,600,0.111
Blythe city,September,2020-09-01,2020,September,5000,600,0.11
Bodega Bay CDP,March,2020-03-01,2020,March,500,0,0.027000000000000003
Bodega Bay CDP,April,2020-04-01,2020,April,400,0,0.106
Bodega Bay CDP,May,2020-05-01,2020,May,400,0,0.095
Bodega Bay CDP,June,2020-06-01,2020,June,400,0,0.084
Bodega Bay CDP,July,2020-07-01,2020,July,400,0,0.07200000000000001
Bodega Bay CDP,August,2020-08-01,2020,August,400,0,0.053
Bodega Bay CDP,September,2020-09-01,2020,September,400,0,0.051
Bodfish CDP,March,2020-03-01,2020,March,300,100,0.13
Bodfish CDP,April,2020-04-01,2020,April,300,100,0.198
Bodfish CDP,May,2020-05-01,2020,May,300,100,0.19399999999999998
Bodfish CDP,June,2020-06-01,2020,June,300,100,0.18600000000000003
Bodfish CDP,July,2020-07-01,2020,July,300,100,0.177
Bodfish CDP,August,2020-08-01,2020,August,300,0,0.133
Bodfish CDP,September,2020-09-01,2020,September,300,0,0.133
Bonadelle Ranchos Madera Ranchos CDP,March,2020-03-01,2020,March,3900,300,0.075
Bonadelle Ranchos Madera Ranchos CDP,April,2020-04-01,2020,April,3600,500,0.12
Bonadelle Ranchos Madera Ranchos CDP,May,2020-05-01,2020,May,3600,400,0.10800000000000001
Bonadelle Ranchos Madera Ranchos CDP,June,2020-06-01,2020,June,3700,400,0.099
Bonadelle Ranchos Madera Ranchos CDP,July,2020-07-01,2020,July,3700,400,0.091
Bonadelle Ranchos Madera Ranchos CDP,August,2020-08-01,2020,August,3800,300,0.066
Bonadelle Ranchos Madera Ranchos CDP,September,2020-09-01,2020,September,3800,300,0.066
Bonita CDP,March,2020-03-01,2020,March,5700,400,0.064
Bonita CDP,April,2020-04-01,2020,April,4900,1400,0.217
Bonita CDP,May,2020-05-01,2020,May,4900,1400,0.21899999999999997
Bonita CDP,June,2020-06-01,2020,June,5100,1300,0.201
Bonita CDP,July,2020-07-01,2020,July,5200,1200,0.182
Bonita CDP,August,2020-08-01,2020,August,5300,900,0.141
Bonita CDP,September,2020-09-01,2020,September,5300,800,0.135
Bootjack CDP,March,2020-03-01,2020,March,280,40,0.11800000000000001
Bootjack CDP,April,2020-04-01,2020,April,270,100,0.258
Bootjack CDP,May,2020-05-01,2020,May,270,90,0.251
Bootjack CDP,June,2020-06-01,2020,June,290,70,0.204
Bootjack CDP,July,2020-07-01,2020,July,300,60,0.158
Bootjack CDP,August,2020-08-01,2020,August,300,40,0.124
Bootjack CDP,September,2020-09-01,2020,September,300,40,0.126
Boron CDP,March,2020-03-01,2020,March,800,100,0.079
Boron CDP,April,2020-04-01,2020,April,700,100,0.125
Boron CDP,May,2020-05-01,2020,May,700,100,0.12
Boron CDP,June,2020-06-01,2020,June,700,100,0.11599999999999999
Boron CDP,July,2020-07-01,2020,July,700,100,0.10800000000000001
Boron CDP,August,2020-08-01,2020,August,700,100,0.08
Boron CDP,September,2020-09-01,2020,September,700,100,0.08
Boronda CDP,March,2020-03-01,2020,March,300,300,0.494
Boronda CDP,April,2020-04-01,2020,April,300,500,0.645
Boronda CDP,May,2020-05-01,2020,May,300,400,0.583
Boronda CDP,June,2020-06-01,2020,June,300,400,0.542
Boronda CDP,July,2020-07-01,2020,July,300,300,0.49
Boronda CDP,August,2020-08-01,2020,August,300,200,0.408
Boronda CDP,September,2020-09-01,2020,September,300,200,0.40399999999999997
Bostonia CDP,March,2020-03-01,2020,March,7400,600,0.08
Bostonia CDP,April,2020-04-01,2020,April,6500,2300,0.26
Bostonia CDP,May,2020-05-01,2020,May,6400,2300,0.263
Bostonia CDP,June,2020-06-01,2020,June,6700,2100,0.242
Bostonia CDP,July,2020-07-01,2020,July,6800,1900,0.22
Bostonia CDP,August,2020-08-01,2020,August,6900,1400,0.172
Bostonia CDP,September,2020-09-01,2020,September,7000,1400,0.165
Boulder Creek CDP,March,2020-03-01,2020,March,2400,300,0.099
Boulder Creek CDP,April,2020-04-01,2020,April,2100,500,0.204
Boulder Creek CDP,May,2020-05-01,2020,May,2100,400,0.17600000000000002
Boulder Creek CDP,June,2020-06-01,2020,June,2100,400,0.159
Boulder Creek CDP,July,2020-07-01,2020,July,2100,300,0.13699999999999998
Boulder Creek CDP,August,2020-08-01,2020,August,2200,300,0.10400000000000001
Boulder Creek CDP,September,2020-09-01,2020,September,2200,200,0.099
Boyes Hot Springs CDP,March,2020-03-01,2020,March,4000,100,0.024
Boyes Hot Springs CDP,April,2020-04-01,2020,April,3400,400,0.099
Boyes Hot Springs CDP,May,2020-05-01,2020,May,3400,300,0.08800000000000001
Boyes Hot Springs CDP,June,2020-06-01,2020,June,3600,300,0.078
Boyes Hot Springs CDP,July,2020-07-01,2020,July,3700,300,0.067
Boyes Hot Springs CDP,August,2020-08-01,2020,August,3700,200,0.05
Boyes Hot Springs CDP,September,2020-09-01,2020,September,3700,200,0.048
Bradbury city,March,2020-03-01,2020,March,400,0,0.02
Bradbury city,April,2020-04-01,2020,April,400,0,0.071
Bradbury city,May,2020-05-01,2020,May,300,0,0.07200000000000001
Bradbury city,June,2020-06-01,2020,June,400,0,0.068
Bradbury city,July,2020-07-01,2020,July,400,0,0.065
Bradbury city,August,2020-08-01,2020,August,400,0,0.057
Bradbury city,September,2020-09-01,2020,September,400,0,0.051
Bradley CDP,March,2020-03-01,2020,March,100,0,0.0
Bradley CDP,April,2020-04-01,2020,April,0,0,0.0
Bradley CDP,May,2020-05-01,2020,May,0,0,0.0
Bradley CDP,June,2020-06-01,2020,June,0,0,0.0
Bradley CDP,July,2020-07-01,2020,July,0,0,0.0
Bradley CDP,August,2020-08-01,2020,August,0,0,0.0
Bradley CDP,September,2020-09-01,2020,September,0,0,0.0
Brawley city,March,2020-03-01,2020,March,8600,1900,0.18
Brawley city,April,2020-04-01,2020,April,7700,2200,0.22399999999999998
Brawley city,May,2020-05-01,2020,May,7700,2000,0.21
Brawley city,June,2020-06-01,2020,June,7900,2100,0.21
Brawley city,July,2020-07-01,2020,July,7800,2100,0.21
Brawley city,August,2020-08-01,2020,August,7900,1600,0.172
Brawley city,September,2020-09-01,2020,September,7900,1700,0.179
Brea city,March,2020-03-01,2020,March,21900,800,0.036000000000000004
Brea city,April,2020-04-01,2020,April,19000,3000,0.13699999999999998
Brea city,May,2020-05-01,2020,May,18900,3300,0.149
Brea city,June,2020-06-01,2020,June,19700,3100,0.136
Brea city,July,2020-07-01,2020,July,20000,2800,0.124
Brea city,August,2020-08-01,2020,August,20100,2100,0.094
Brea city,September,2020-09-01,2020,September,20500,2000,0.08800000000000001
Brentwood city,March,2020-03-01,2020,March,27900,1300,0.045
Brentwood city,April,2020-04-01,2020,April,24100,4500,0.158
Brentwood city,May,2020-05-01,2020,May,24100,4200,0.147
Brentwood city,June,2020-06-01,2020,June,24800,3900,0.136
Brentwood city,July,2020-07-01,2020,July,25100,3400,0.12
Brentwood city,August,2020-08-01,2020,August,25300,2500,0.09
Brentwood city,September,2020-09-01,2020,September,25500,2400,0.08800000000000001
Bret Harte CDP,March,2020-03-01,2020,March,1700,300,0.16899999999999998
Bret Harte CDP,April,2020-04-01,2020,April,1500,700,0.319
Bret Harte CDP,May,2020-05-01,2020,May,1500,600,0.299
Bret Harte CDP,June,2020-06-01,2020,June,1500,600,0.28
Bret Harte CDP,July,2020-07-01,2020,July,1600,500,0.258
Bret Harte CDP,August,2020-08-01,2020,August,1600,400,0.203
Bret Harte CDP,September,2020-09-01,2020,September,1600,400,0.20199999999999999
Brisbane city,March,2020-03-01,2020,March,2800,100,0.028999999999999998
Brisbane city,April,2020-04-01,2020,April,2400,300,0.11900000000000001
Brisbane city,May,2020-05-01,2020,May,2400,300,0.11699999999999999
Brisbane city,June,2020-06-01,2020,June,2500,300,0.113
Brisbane city,July,2020-07-01,2020,July,2600,300,0.098
Brisbane city,August,2020-08-01,2020,August,2600,200,0.075
Brisbane city,September,2020-09-01,2020,September,2600,200,0.07400000000000001
Broadmoor CDP,March,2020-03-01,2020,March,3400,200,0.055999999999999994
Broadmoor CDP,April,2020-04-01,2020,April,2900,800,0.20800000000000002
Broadmoor CDP,May,2020-05-01,2020,May,2900,700,0.205
Broadmoor CDP,June,2020-06-01,2020,June,3000,700,0.19899999999999998
Broadmoor CDP,July,2020-07-01,2020,July,3100,600,0.174
Broadmoor CDP,August,2020-08-01,2020,August,3100,500,0.13699999999999998
Broadmoor CDP,September,2020-09-01,2020,September,3100,500,0.136
Bucks Lake CDP,March,2020-03-01,2020,March,10,0,0.0
Bucks Lake CDP,April,2020-04-01,2020,April,10,0,0.0
