status,type_of_facility,county,beds_ready_to_accept_patients,patients_in_beds,beds_in_warm_status,date
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-29
Ready,Federal Medical Station,Marin,65.0,185,0.0,2020-07-29
Ready,Federal Medical Station,Imperial,71.0,9,45.0,2020-07-29
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-29
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-29
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-29
Ready,Hospital,San Mateo,101.0,19,0.0,2020-07-29
Ready,Alternative Care Facility,Tulare,34.0,16,123.0,2020-07-29
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-29
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-29
Ready,Federal Medical Station,Marin,105.0,145,0.0,2020-07-30
Ready,Alternative Care Facility,Orange,37.0,23,185.0,2020-07-30
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-30
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-30
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-30
Ready,Hospital,San Mateo,106.0,14,0.0,2020-07-30
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-30
Ready,Alternative Care Facility,Tulare,35.0,15,123.0,2020-07-30
Ready,Federal Medical Station,Imperial,72.0,8,45.0,2020-07-30
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-30
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-30
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-30
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-30
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-07-31
Ready,Hospital,San Mateo,106.0,14,0.0,2020-07-31
Ready,Alternative Care Facility,Orange,42.0,18,185.0,2020-07-31
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-07-31
Ready,Federal Medical Station,Marin,173.0,77,0.0,2020-07-31
Ready,Alternative Care Facility,Tulare,36.0,14,123.0,2020-07-31
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-07-31
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-07-31
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-07-31
Ready,Federal Medical Station,Imperial,71.0,9,45.0,2020-07-31
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-07-31
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-07-31
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-07-31
Ready,Alternative Care Facility,Tulare,36.0,14,123.0,2020-08-01
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-01
Ready,Hospital,San Mateo,106.0,14,0.0,2020-08-01
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-01
Ready,Alternative Care Facility,Orange,42.0,18,185.0,2020-08-01
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-01
Ready,Federal Medical Station,Marin,173.0,77,0.0,2020-08-01
Ready,Federal Medical Station,Imperial,71.0,9,45.0,2020-08-01
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-01
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-01
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-01
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-01
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-01
Ready,Federal Medical Station,Marin,189.0,61,0.0,2020-08-02
Ready,Hospital,San Mateo,107.0,13,0.0,2020-08-02
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-02
Ready,Alternative Care Facility,Orange,37.0,23,185.0,2020-08-02
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-02
Ready,Alternative Care Facility,Tulare,36.0,14,123.0,2020-08-02
Ready,Federal Medical Station,Imperial,72.0,8,45.0,2020-08-02
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-02
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-02
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-02
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-02
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-02
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-02
Ready,Federal Medical Station,Imperial,71.0,9,45.0,2020-08-03
Ready,Hospital,San Mateo,105.0,15,0.0,2020-08-03
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-03
Ready,Alternative Care Facility,Orange,37.0,23,185.0,2020-08-03
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-03
Ready,Federal Medical Station,Marin,227.0,23,0.0,2020-08-03
Ready,Alternative Care Facility,Tulare,35.0,15,123.0,2020-08-03
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-03
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-03
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-03
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-03
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-03
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-03
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-04
Ready,Alternative Care Facility,Orange,39.0,21,185.0,2020-08-04
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-04
Ready,Hospital,San Mateo,108.0,12,0.0,2020-08-04
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-04
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-04
Ready,Alternative Care Facility,Tulare,35.0,15,123.0,2020-08-04
Ready,Federal Medical Station,Imperial,71.0,9,45.0,2020-08-04
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-04
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-04
Ready,Federal Medical Station,Marin,231.0,19,0.0,2020-08-04
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-04
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-04
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-05
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-05
Ready,Hospital,San Mateo,108.0,12,0.0,2020-08-05
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-05
Ready,Alternative Care Facility,Orange,39.0,21,185.0,2020-08-05
Ready,Federal Medical Station,Marin,230.0,20,0.0,2020-08-05
Ready,Alternative Care Facility,Tulare,36.0,14,123.0,2020-08-05
Ready,Federal Medical Station,Imperial,74.0,6,45.0,2020-08-05
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-05
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-05
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-05
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-05
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-05
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-06
Ready,Hospital,San Mateo,106.0,14,0.0,2020-08-06
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-06
Ready,Alternative Care Facility,Orange,39.0,21,185.0,2020-08-06
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-06
Ready,Federal Medical Station,Marin,230.0,20,0.0,2020-08-06
Ready,Alternative Care Facility,Tulare,37.0,13,123.0,2020-08-06
Ready,Federal Medical Station,Imperial,75.0,5,45.0,2020-08-06
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-06
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-06
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-06
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-06
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-06
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-07
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-07
Ready,Hospital,San Mateo,108.0,12,0.0,2020-08-07
Ready,Alternative Care Facility,Orange,42.0,18,185.0,2020-08-07
Ready,Federal Medical Station,Marin,179.0,71,0.0,2020-08-07
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-07
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-07
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-07
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-07
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-07
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-07
Ready,Federal Medical Station,Imperial,75.0,5,45.0,2020-08-07
Ready,Alternative Care Facility,Tulare,37.0,13,123.0,2020-08-07
Ready,Federal Medical Station,Imperial,76.0,4,45.0,2020-08-08
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-08
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-08
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-08
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-08
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-08
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-08
Ready,Hospital,San Mateo,109.0,11,0.0,2020-08-08
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-08
Ready,Alternative Care Facility,Orange,43.0,17,185.0,2020-08-08
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-08
Ready,Federal Medical Station,Marin,179.0,71,0.0,2020-08-08
Ready,Alternative Care Facility,Tulare,37.0,13,123.0,2020-08-08
Ready,Federal Medical Station,Marin,179.0,71,0.0,2020-08-09
Ready,Alternative Care Facility,Orange,45.0,15,185.0,2020-08-09
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-09
Ready,Hospital,San Mateo,111.0,9,0.0,2020-08-09
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-09
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-09
Ready,Alternative Care Facility,Tulare,37.0,13,123.0,2020-08-09
Ready,Federal Medical Station,Imperial,75.0,5,45.0,2020-08-09
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-09
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-09
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-09
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-09
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-09
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-10
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-10
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-10
Ready,Hospital,San Mateo,111.0,9,0.0,2020-08-10
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-10
Ready,Alternative Care Facility,Tulare,36.0,14,123.0,2020-08-10
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-10
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-10
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-10
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-10
Ready,Federal Medical Station,Imperial,74.0,6,45.0,2020-08-10
Ready,Alternative Care Facility,Orange,46.0,14,185.0,2020-08-10
Ready,Alternative Care Facility,Orange,48.0,12,185.0,2020-08-11
Ready,Hospital,San Mateo,111.0,9,0.0,2020-08-11
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-11
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-11
Ready,Alternative Care Facility,Tulare,37.0,13,123.0,2020-08-11
Ready,Federal Medical Station,Imperial,73.0,7,45.0,2020-08-11
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-11
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-11
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-11
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-11
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-11
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-11
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-12
Ready,Hospital,San Mateo,111.0,9,0.0,2020-08-12
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-12
Ready,Alternative Care Facility,Orange,60.0,0,185.0,2020-08-12
Ready,Alternative Care Facility,Tulare,37.0,13,123.0,2020-08-12
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-12
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-12
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-12
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-12
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-12
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-12
Ready,Federal Medical Station,Imperial,72.0,8,45.0,2020-08-12
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-13
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-13
Ready,Federal Medical Station,Imperial,72.0,8,45.0,2020-08-13
Ready,Alternative Care Facility,Tulare,32.0,18,123.0,2020-08-13
Ready,Alternative Care Facility,Orange,53.0,7,185.0,2020-08-13
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-13
Ready,Hospital,San Mateo,112.0,8,0.0,2020-08-13
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-13
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-13
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-13
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-13
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-13
Ready,Hospital,San Mateo,109.0,11,0.0,2020-08-14
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-14
Ready,Alternative Care Facility,Orange,50.0,10,185.0,2020-08-14
Ready,Alternative Care Facility,Tulare,32.0,18,123.0,2020-08-14
Ready,Federal Medical Station,Imperial,71.0,9,45.0,2020-08-14
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-14
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-14
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-14
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-14
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-14
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-14
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-14
Ready,Alternative Care Facility,Orange,50.0,10,185.0,2020-08-15
Ready,Hospital,San Mateo,109.0,11,0.0,2020-08-15
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-15
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-15
Ready,Alternative Care Facility,Tulare,33.0,17,123.0,2020-08-15
Ready,Federal Medical Station,Imperial,71.0,9,45.0,2020-08-15
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-15
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-15
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-15
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-15
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-15
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-15
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-16
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-16
Ready,Hospital,San Mateo,109.0,11,0.0,2020-08-16
Ready,Alternative Care Facility,Orange,48.0,12,185.0,2020-08-16
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-16
Ready,Alternative Care Facility,Tulare,36.0,14,123.0,2020-08-16
Ready,Federal Medical Station,Imperial,78.0,2,45.0,2020-08-16
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-16
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-16
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-16
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-16
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-16
Ready,Hospital,San Mateo,109.0,11,0.0,2020-08-17
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-17
WARM Status,Federal Medical Station,Los Angeles,0.0,0,175.0,2020-08-17
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-17
Ready,Alternative Care Facility,Orange,48.0,12,185.0,2020-08-17
Ready,Alternative Care Facility,Tulare,37.0,13,123.0,2020-08-17
Ready,Federal Medical Station,Imperial,78.0,2,45.0,2020-08-17
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-17
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-17
WARM Status,Arena,Sacramento,0.0,0,276.0,2020-08-17
WARM Status,Federal Medical Station,Fresno,0.0,0,175.0,2020-08-17
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-17
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-18
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-18
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-18
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-18
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-18
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-18
Ready,Alternative Care Facility,Tulare,39.0,11,123.0,2020-08-18
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-18
Ready,Alternative Care Facility,Orange,53.0,12,180.0,2020-08-18
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-18
Ready,Hospital,San Mateo,109.0,11,0.0,2020-08-18
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-19
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-19
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-19
Ready,Hospital,San Mateo,109.0,11,0.0,2020-08-19
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-19
Ready,Alternative Care Facility,Orange,51.0,14,180.0,2020-08-19
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-19
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-19
Ready,Alternative Care Facility,Tulare,39.0,11,123.0,2020-08-19
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-19
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-19
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-19
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-20
Ready,Hospital,San Mateo,110.0,10,0.0,2020-08-20
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-20
Ready,Alternative Care Facility,Orange,51.0,14,180.0,2020-08-20
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-20
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-20
Ready,Alternative Care Facility,Tulare,39.0,11,123.0,2020-08-20
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-20
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-20
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-20
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-20
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-20
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-21
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-21
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-21
Ready,Hospital,San Mateo,109.0,11,0.0,2020-08-21
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-21
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-21
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-21
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-21
Ready,Alternative Care Facility,Tulare,39.0,11,123.0,2020-08-21
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-21
Ready,Alternative Care Facility,Orange,52.0,13,180.0,2020-08-21
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-21
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-22
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-22
Ready,Hospital,San Mateo,108.0,12,0.0,2020-08-22
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-22
Ready,Alternative Care Facility,Orange,51.0,14,180.0,2020-08-22
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-22
Ready,Alternative Care Facility,Tulare,39.0,11,123.0,2020-08-22
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-22
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-22
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-22
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-22
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-22
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-23
Ready,Hospital,San Mateo,108.0,12,0.0,2020-08-23
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-23
Ready,Alternative Care Facility,Orange,51.0,14,180.0,2020-08-23
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-23
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-23
Ready,Alternative Care Facility,Tulare,39.0,11,123.0,2020-08-23
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-23
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-23
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-23
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-23
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-23
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-24
Ready,Hospital,San Mateo,108.0,12,0.0,2020-08-24
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-24
Ready,Alternative Care Facility,Orange,47.0,18,180.0,2020-08-24
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-24
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-24
Ready,Alternative Care Facility,Tulare,39.0,11,123.0,2020-08-24
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-24
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-24
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-24
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-24
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-24
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-25
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-25
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-25
Ready,Hospital,San Mateo,109.0,11,0.0,2020-08-25
Ready,Alternative Care Facility,Orange,50.0,15,180.0,2020-08-25
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-25
Ready,Alternative Care Facility,Tulare,44.0,6,123.0,2020-08-25
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-25
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-25
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-25
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-25
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-25
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-26
Ready,Alternative Care Facility,Tulare,44.0,6,123.0,2020-08-26
Ready,Alternative Care Facility,Orange,51.0,14,180.0,2020-08-26
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-26
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-26
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-26
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-26
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-26
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-26
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-26
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-26
Ready,Hospital,San Mateo,108.0,12,0.0,2020-08-26
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-27
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-27
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-27
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-27
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-27
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-27
Ready,Alternative Care Facility,Tulare,44.0,6,123.0,2020-08-27
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-27
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-27
Ready,Alternative Care Facility,Orange,65.0,0,180.0,2020-08-27
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-27
Ready,Hospital,San Mateo,108.0,12,0.0,2020-08-27
WARM Status,Arena,Sacramento,0.0,0,244.0,2020-08-28
WARM Status,Federal Medical Station,San Mateo,0.0,0,250.0,2020-08-28
WARM Status,Federal Medical Station,Fresno,0.0,0,125.0,2020-08-28
WARM Status,Federal Medical Station,Imperial,-2.0,2,125.0,2020-08-28
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-28
WARM Status,Federal Medical Station,Riverside,0.0,0,250.0,2020-08-28
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-28
Ready,Alternative Care Facility,Tulare,44.0,6,123.0,2020-08-28
ColdStatus,Federal Medical Station,San Francisco,0.0,0,0.0,2020-08-28
Ready,Alternative Care Facility,Orange,53.0,12,180.0,2020-08-28
WARM Status,Federal Medical Station,Contra Costa,0.0,0,250.0,2020-08-28
Ready,Hospital,San Mateo,110.0,10,0.0,2020-08-28
Ready,Alternative Care Facility,Orange,53.0,12,180.0,2020-08-29
WARM Status,Federal Medical Station,San Francisco,0.0,0,125.0,2020-08-29
WARM Status,Federal Medical Station,San Diego,0.0,0,200.0,2020-08-29
