County,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Tehama,8/4/20,0,0,0,59,0,0,7
Tuolumne,8/4/20,3,0,3,84,0,0,0
Madera,8/4/20,46,3,49,274,14,1,2
San Francisco,8/4/20,92,12,104,1772,33,1,69
Santa Cruz,8/4/20,12,9,21,276,6,1,12
Butte,8/4/20,23,0,23,451,11,0,7
Amador,8/4/20,10,0,10,51,3,0,1
Orange,8/4/20,536,44,580,5762,172,7,309
Stanislaus,8/4/20,219,52,271,1219,50,3,21
San Bernardino,8/4/20,541,58,599,3810,174,6,131
Contra Costa,8/4/20,95,41,136,1427,43,9,57
Imperial,8/5/20,47,0,47,261,19,0,4
San Francisco,8/5/20,80,14,94,1848,30,0,76
Calaveras,8/5/20,1,3,4,33,0,3,8
Yolo,8/5/20,10,0,10,96,7,0,4
Tehama,8/5/20,0,0,0,59,0,0,3
Sutter,8/5/20,0,0,0,0,0,0,0
San Diego,8/5/20,295,76,371,6159,100,12,314
Lake,8/5/20,1,1,2,65,0,1,2
Madera,8/5/20,45,5,50,274,13,0,1
San Benito,8/5/20,2,0,2,25,1,0,0
Monterey,8/5/20,52,1,53,691,17,1,22
Marin,8/5/20,21,2,23,317,6,0,9
Plumas,8/5/20,0,0,0,51,0,0,0
Merced,8/5/20,51,0,51,254,13,0,5
Shasta,8/5/20,7,0,7,440,3,0,33
Mariposa,8/5/20,0,0,0,19,0,0,0
San Joaquin,8/5/20,206,48,254,1012,65,23,21
Los Angeles,8/5/20,1680,602,2282,19541,502,81,865
Yuba,8/5/20,25,0,25,265,5,0,8
Humboldt,8/5/20,0,1,1,261,0,0,7
Alameda,8/5/20,190,56,246,2414,49,7,98
San Mateo,8/5/20,49,13,62,696,19,3,22
Colusa,8/5/20,1,4,5,48,0,0,0
Tulare,8/5/20,98,6,104,714,15,2,7
Solano,8/5/20,45,15,60,557,17,4,5
Nevada,8/5/20,1,2,3,121,0,0,10
Kings,8/5/20,73,1,74,193,9,1,8
Siskiyou,8/5/20,0,0,0,56,0,0,2
Orange,8/5/20,517,75,592,5991,171,8,319
Mendocino,8/5/20,13,0,13,150,1,0,7
San Luis Obispo,8/5/20,12,5,17,477,5,1,21
Ventura,8/5/20,79,38,117,1318,26,5,37
Contra Costa,8/5/20,89,37,126,1437,40,7,47
Riverside,8/5/20,415,93,508,3422,128,12,85
Amador,8/5/20,6,0,6,51,3,0,1
Santa Cruz,8/5/20,12,6,18,276,3,0,9
Del Norte,8/5/20,0,0,0,51,0,0,3
Lassen,8/5/20,0,0,0,25,0,0,0
Modoc,8/5/20,0,0,0,41,0,0,0
Napa,8/5/20,8,0,8,345,3,0,20
Glenn,8/5/20,0,2,2,47,0,0,0
El Dorado,8/5/20,2,1,3,189,1,1,4
Santa Barbara,8/5/20,84,0,84,666,29,0,39
Sonoma,8/5/20,43,5,48,545,10,1,8
Sacramento,8/5/20,262,48,310,2474,88,5,79
Kern,8/5/20,222,7,229,1279,76,0,72
Placer,8/5/20,67,39,106,740,12,3,26
Fresno,8/5/20,296,40,336,1574,56,4,14
Mono,8/5/20,1,0,1,17,0,0,1
Inyo,8/5/20,1,0,1,29,0,0,4
San Bernardino,8/5/20,541,76,617,3783,170,7,128
Butte,8/5/20,26,3,29,451,10,0,5
Trinity,8/5/20,0,2,2,25,0,0,0
Stanislaus,8/5/20,223,57,280,1219,55,5,9
Santa Clara,8/5/20,168,31,199,3167,51,1,116
Tuolumne,8/5/20,2,1,3,84,0,0,1
Monterey,8/6/20,51,1,52,710,18,1,19
Contra Costa,8/6/20,98,35,133,1435,43,3,46
Marin,8/6/20,24,3,27,309,6,0,8
Lassen,8/6/20,0,0,0,25,0,0,0
Imperial,8/6/20,49,0,49,261,17,0,5
San Joaquin,8/6/20,196,26,222,1011,63,6,17
Glenn,8/6/20,0,2,2,47,0,0,0
San Diego,8/6/20,283,59,342,6023,95,12,295
Colusa,8/6/20,3,2,5,48,0,0,0
Siskiyou,8/6/20,0,1,1,56,0,1,2
Shasta,8/6/20,7,0,7,422,2,0,8
Alameda,8/6/20,175,50,225,2407,52,7,98
Santa Barbara,8/6/20,82,6,88,666,27,2,39
Santa Clara,8/6/20,175,21,196,3072,53,2,101
Solano,8/6/20,40,15,55,561,16,2,6
Lake,8/6/20,1,1,2,65,0,1,1
Butte,8/6/20,23,1,24,451,8,0,6
Nevada,8/6/20,2,0,2,105,0,0,3
Mono,8/6/20,1,0,1,17,1,0,0
Kern,8/6/20,217,12,229,1297,72,0,45
San Francisco,8/6/20,85,9,94,1820,31,1,60
Yuba,8/6/20,28,0,28,265,7,0,8
Plumas,8/6/20,0,0,0,35,0,0,0
Tehama,8/6/20,2,0,2,59,1,0,2
Tulare,8/6/20,98,3,101,714,11,1,10
Sonoma,8/6/20,37,14,51,515,10,2,6
Amador,8/6/20,8,0,8,51,3,0,1
Del Norte,8/6/20,0,5,5,51,0,2,3
San Benito,8/6/20,2,1,3,25,1,0,1
Humboldt,8/6/20,1,1,2,260,0,0,7
Madera,8/6/20,46,4,50,274,9,0,6
San Mateo,8/6/20,45,16,61,685,16,1,31
Inyo,8/6/20,1,0,1,29,0,0,4
Orange,8/6/20,511,47,558,5980,177,6,306
Ventura,8/6/20,81,33,114,1314,23,8,37
Mariposa,8/6/20,0,0,0,19,0,0,0
Fresno,8/6/20,292,43,335,1579,55,6,17
Yolo,8/6/20,10,0,10,96,7,0,4
San Luis Obispo,8/6/20,11,3,14,451,4,0,21
Mendocino,8/6/20,14,0,14,150,2,0,5
Sacramento,8/6/20,250,59,309,2464,81,10,93
Placer,8/6/20,63,36,99,740,10,1,31
Sutter,8/6/20,0,0,0,0,0,0,0
Santa Cruz,8/6/20,12,13,25,276,3,2,11
San Bernardino,8/6/20,530,71,601,3791,169,6,123
Merced,8/6/20,55,3,58,254,15,1,3
Tuolumne,8/6/20,2,2,4,84,0,1,1
Trinity,8/6/20,0,0,0,25,0,0,0
Riverside,8/6/20,409,106,515,3391,125,14,87
Kings,8/6/20,73,0,73,193,8,0,10
Stanislaus,8/6/20,216,58,274,1243,51,7,10
Napa,8/6/20,8,1,9,359,4,1,20
El Dorado,8/6/20,3,0,3,189,1,0,6
Modoc,8/6/20,0,0,0,41,0,0,0
Los Angeles,8/6/20,1610,581,2191,19413,499,73,836
Calaveras,8/6/20,2,1,3,33,2,0,5
El Dorado,8/7/20,3,0,3,189,2,0,9
Tulare,8/7/20,102,3,105,714,16,1,16
San Joaquin,8/7/20,171,14,185,1022,73,0,13
Del Norte,8/7/20,1,4,5,52,0,2,2
Calaveras,8/7/20,2,0,2,33,2,0,4
Alameda,8/7/20,167,47,214,2393,51,9,87
Sonoma,8/7/20,36,2,38,532,10,1,7
San Diego,8/7/20,279,67,346,6017,91,19,301
Los Angeles,8/7/20,1568,478,2046,18941,519,64,814
Modoc,8/7/20,0,0,0,41,0,0,0
Santa Barbara,8/7/20,80,6,86,666,29,1,40
Sutter,8/7/20,0,0,0,0,0,0,0
Yuba,8/7/20,30,0,30,265,24,0,9
Butte,8/7/20,20,0,20,451,8,0,9
Mono,8/7/20,1,0,1,17,1,0,1
Humboldt,8/7/20,1,6,7,260,0,2,8
Mendocino,8/7/20,17,0,17,150,9,0,7
Lake,8/7/20,4,0,4,65,4,0,2
Trinity,8/7/20,0,0,0,25,0,0,0
San Luis Obispo,8/7/20,12,4,16,451,3,0,21
Contra Costa,8/7/20,99,28,127,1430,42,4,45
Nevada,8/7/20,2,0,2,113,0,0,8
Yolo,8/7/20,6,0,6,96,5,0,6
Mariposa,8/7/20,0,0,0,19,0,0,0
Inyo,8/7/20,2,0,2,29,0,0,4
Imperial,8/7/20,48,0,48,261,16,0,6
San Francisco,8/7/20,79,11,90,1832,30,0,54
Colusa,8/7/20,5,2,7,48,0,0,0
San Bernardino,8/7/20,493,60,553,3786,157,8,136
Shasta,8/7/20,6,0,6,427,1,0,8
Tehama,8/7/20,2,0,2,59,2,0,2
Santa Clara,8/7/20,170,20,190,3047,55,2,99
Riverside,8/7/20,382,105,487,3419,118,14,99
Madera,8/7/20,41,9,50,274,9,0,6
Lassen,8/7/20,0,0,0,25,0,0,0
Napa,8/7/20,7,3,10,359,4,3,17
Stanislaus,8/7/20,211,44,255,1249,48,3,22
Siskiyou,8/7/20,0,1,1,56,0,1,4
Monterey,8/7/20,48,3,51,710,20,0,22
San Benito,8/7/20,2,0,2,25,1,0,3
San Mateo,8/7/20,42,16,58,695,12,2,27
Amador,8/7/20,7,0,7,51,3,0,2
Placer,8/7/20,63,39,102,733,12,0,26
Santa Cruz,8/7/20,13,5,18,276,4,0,12
Merced,8/7/20,59,0,59,253,15,0,0
Ventura,8/7/20,82,22,104,1314,32,6,36
Sacramento,8/7/20,259,74,333,2456,84,13,84
Fresno,8/7/20,279,45,324,1555,57,3,8
Plumas,8/7/20,0,0,0,35,0,0,0
Kings,8/7/20,71,0,71,193,18,0,9
Kern,8/7/20,214,15,229,1300,87,0,43
Tuolumne,8/7/20,6,4,10,84,6,3,2
Solano,8/7/20,39,18,57,552,16,1,7
Marin,8/7/20,24,2,26,313,5,0,8
Orange,8/7/20,491,51,542,5706,167,8,247
Glenn,8/7/20,0,2,2,47,0,0,0
San Francisco,8/8/20,77,11,88,1800,29,2,63
Sutter,8/8/20,0,0,0,0,0,0,0
Fresno,8/8/20,287,40,327,1563,54,0,13
Monterey,8/8/20,48,0,48,710,21,0,20
Solano,8/8/20,37,20,57,553,16,1,4
Merced,8/8/20,57,0,57,253,13,0,4
Amador,8/8/20,8,0,8,51,2,0,1
San Joaquin,8/8/20,167,11,178,1016,64,1,21
San Luis Obispo,8/8/20,12,4,16,451,4,0,19
Santa Clara,8/8/20,176,27,203,3040,57,6,109
Kern,8/8/20,219,14,233,1292,74,0,35
Mendocino,8/8/20,13,0,13,150,1,0,7
Colusa,8/8/20,6,2,8,48,0,0,0
Tehama,8/8/20,2,0,2,59,2,0,4
Placer,8/8/20,66,27,93,737,13,1,28
Lake,8/8/20,0,1,1,66,0,1,3
Madera,8/8/20,46,19,65,274,9,0,4
Tulare,8/8/20,94,1,95,714,11,0,16
San Mateo,8/8/20,45,16,61,683,12,3,30
Modoc,8/8/20,0,0,0,41,0,0,0
Ventura,8/8/20,78,27,105,1318,21,9,43
Mariposa,8/8/20,1,0,1,19,0,0,0
Contra Costa,8/8/20,98,21,119,1434,38,4,44
Butte,8/8/20,23,0,23,451,7,0,12
Orange,8/8/20,487,63,550,5660,163,11,333
Marin,8/8/20,19,0,19,319,6,0,8
Humboldt,8/8/20,1,5,6,260,0,2,5
Santa Cruz,8/8/20,13,7,20,276,3,0,12
Calaveras,8/8/20,2,1,3,33,2,1,5
Alameda,8/8/20,163,45,208,2376,58,6,92
Imperial,8/8/20,48,0,48,261,14,0,8
Nevada,8/8/20,3,0,3,103,0,0,4
Tuolumne,8/8/20,1,3,4,84,0,2,0
Napa,8/8/20,6,0,6,359,2,0,19
San Bernardino,8/8/20,485,69,554,3755,153,8,137
Yuba,8/8/20,26,0,26,265,7,0,9
Siskiyou,8/8/20,0,1,1,56,0,1,4
Lassen,8/8/20,0,0,0,25,0,0,0
Stanislaus,8/8/20,200,45,245,1248,48,2,19
San Diego,8/8/20,267,56,323,6149,90,11,324
Del Norte,8/8/20,1,1,2,52,1,0,0
Sacramento,8/8/20,263,62,325,2435,87,6,96
Glenn,8/8/20,0,2,2,47,0,0,0
Sonoma,8/8/20,36,13,49,547,10,2,7
San Benito,8/8/20,3,0,3,25,1,0,3
Trinity,8/8/20,0,0,0,25,0,0,0
Yolo,8/8/20,8,0,8,96,5,0,2
Santa Barbara,8/8/20,84,8,92,666,31,0,41
Shasta,8/8/20,4,0,4,427,1,0,6
Los Angeles,8/8/20,1514,513,2027,19208,476,66,820
Plumas,8/8/20,0,0,0,35,0,0,0
Kings,8/8/20,63,0,63,193,7,0,12
Inyo,8/8/20,1,0,1,29,0,0,4
Riverside,8/8/20,373,77,450,3316,114,13,108
Mono,8/8/20,1,0,1,17,1,0,1
El Dorado,8/8/20,4,1,5,189,3,1,5
Marin,8/9/20,16,1,17,321,5,0,10
Merced,8/9/20,52,0,52,253,13,0,7
Tuolumne,8/9/20,0,0,0,84,0,0,0
Solano,8/9/20,42,15,57,546,19,2,4
Colusa,8/9/20,6,1,7,48,0,0,0
Nevada,8/9/20,3,0,3,89,0,0,4
Yuba,8/9/20,27,1,28,265,7,0,9
Fresno,8/9/20,286,29,315,1547,53,0,13
Riverside,8/9/20,359,95,454,3300,112,10,123
Modoc,8/9/20,0,0,0,41,0,0,0
Stanislaus,8/9/20,191,35,226,1244,49,2,21
San Luis Obispo,8/9/20,17,4,21,451,6,0,20
Contra Costa,8/9/20,104,37,141,1429,39,4,46
Monterey,8/9/20,45,4,49,710,18,0,16
Inyo,8/9/20,1,1,2,29,0,0,4
Madera,8/9/20,46,8,54,274,8,3,7
Lake,8/9/20,0,2,2,65,0,1,2
Mendocino,8/9/20,14,0,14,150,1,0,6
Alameda,8/9/20,169,45,214,2340,55,2,92
San Bernardino,8/9/20,486,67,553,3742,152,6,155
Santa Clara,8/9/20,184,27,211,3042,57,4,116
Trinity,8/9/20,0,0,0,25,0,0,0
San Joaquin,8/9/20,176,12,188,1017,65,2,15
San Diego,8/9/20,265,59,324,6135,92,12,346
Sacramento,8/9/20,261,65,326,2443,82,11,104
Amador,8/9/20,8,1,9,51,3,0,2
Plumas,8/9/20,0,0,0,35,0,0,0
Calaveras,8/9/20,2,2,4,33,2,1,5
Santa Cruz,8/9/20,13,10,23,276,4,2,12
Mariposa,8/9/20,1,0,1,19,0,0,0
Tehama,8/9/20,2,0,2,59,2,0,2
Yolo,8/9/20,9,0,9,96,4,0,4
Lassen,8/9/20,0,0,0,25,0,0,0
San Benito,8/9/20,4,0,4,25,1,0,3
Ventura,8/9/20,77,25,102,1318,21,6,47
Imperial,8/9/20,44,4,48,261,14,1,7
Butte,8/9/20,20,1,21,451,7,1,11
Orange,8/9/20,468,53,521,5631,152,10,255
Kern,8/9/20,212,17,229,1282,72,0,37
Napa,8/9/20,8,2,10,359,5,0,19
Siskiyou,8/9/20,0,1,1,56,0,1,5
Shasta,8/9/20,4,0,4,427,1,0,5
Santa Barbara,8/9/20,77,5,82,666,31,0,41
Sutter,8/9/20,0,0,0,0,0,0,0
Tulare,8/9/20,86,3,89,714,11,0,19
Del Norte,8/9/20,1,0,1,51,1,0,0
Mono,8/9/20,1,0,1,17,0,0,2
San Francisco,8/9/20,82,16,98,1740,31,2,70
El Dorado,8/9/20,3,0,3,189,2,0,8
Humboldt,8/9/20,1,6,7,256,0,3,5
Los Angeles,8/9/20,1524,468,1992,19199,490,59,819
San Mateo,8/9/20,39,17,56,682,12,2,29
Glenn,8/9/20,0,2,2,47,0,0,0
Sonoma,8/9/20,36,8,44,552,10,2,8
Kings,8/9/20,59,0,59,193,5,0,12
Placer,8/9/20,65,25,90,727,13,3,27
Yuba,8/10/20,24,1,25,265,7,0,8
Shasta,8/10/20,3,0,3,427,1,0,9
Napa,8/10/20,8,2,10,359,5,0,18
Riverside,8/10/20,358,92,450,3318,112,8,110
Kings,8/10/20,58,0,58,193,4,0,13
Inyo,8/10/20,2,2,4,29,0,0,3
Colusa,8/10/20,5,2,7,48,0,0,0
Santa Barbara,8/10/20,79,8,87,666,31,1,46
Monterey,8/10/20,44,5,49,710,18,0,18
Los Angeles,8/10/20,1538,446,1984,19164,493,58,850
Kern,8/10/20,202,24,226,1280,71,2,35
Sutter,8/10/20,0,0,0,0,0,0,0
Modoc,8/10/20,0,0,0,41,0,0,0
Yolo,8/10/20,8,0,8,96,5,0,4
Humboldt,8/10/20,2,6,8,263,0,2,4
Santa Cruz,8/10/20,14,7,21,276,5,1,12
San Benito,8/10/20,6,0,6,25,1,0,3
Sonoma,8/10/20,35,8,43,493,10,3,3
Solano,8/10/20,38,15,53,528,18,2,5
San Bernardino,8/10/20,468,81,549,3769,152,8,149
Madera,8/10/20,38,15,53,274,9,3,5
Sacramento,8/10/20,265,48,313,2466,81,8,93
Contra Costa,8/10/20,99,30,129,1427,36,4,50
San Mateo,8/10/20,41,19,60,671,10,2,30
Butte,8/10/20,19,0,19,451,8,0,4
Lassen,8/10/20,0,0,0,25,0,0,0
Santa Clara,8/10/20,187,18,205,3034,56,2,118
Tuolumne,8/10/20,1,0,1,84,0,0,0
Trinity,8/10/20,0,0,0,25,0,0,0
Tehama,8/10/20,2,0,2,59,2,0,1
Marin,8/10/20,18,2,20,319,3,1,10
Imperial,8/10/20,39,0,39,261,13,1,7
Placer,8/10/20,65,34,99,736,13,4,29
El Dorado,8/10/20,4,0,4,189,4,0,6
Mono,8/10/20,1,0,1,17,1,0,1
Nevada,8/10/20,4,1,5,89,1,0,5
Plumas,8/10/20,0,0,0,35,0,0,0
Orange,8/10/20,441,71,512,5632,141,13,272
San Luis Obispo,8/10/20,19,3,22,451,4,0,21
Mariposa,8/10/20,0,0,0,19,0,0,0
Stanislaus,8/10/20,205,65,270,1249,55,5,19
Amador,8/10/20,7,1,8,51,2,0,2
San Joaquin,8/10/20,171,7,178,1013,62,1,19
San Francisco,8/10/20,84,12,96,1747,28,4,76
Fresno,8/10/20,273,37,310,1555,58,1,10
Merced,8/10/20,50,1,51,253,15,0,3
Tulare,8/10/20,98,7,105,714,11,1,17
Alameda,8/10/20,166,38,204,2330,56,2,90
Glenn,8/10/20,0,2,2,47,0,0,0
Ventura,8/10/20,79,33,112,1302,23,4,45
Lake,8/10/20,0,2,2,65,0,0,6
Del Norte,8/10/20,1,1,2,51,1,0,2
San Diego,8/10/20,262,62,324,6132,95,18,345
Calaveras,8/10/20,3,1,4,33,2,1,5
Mendocino,8/10/20,15,0,15,150,2,0,8
Siskiyou,8/10/20,0,1,1,56,0,0,6
Butte,8/11/20,18,0,18,451,10,0,5
Glenn,8/11/20,0,2,2,47,0,0,0
Calaveras,8/11/20,3,0,3,33,2,0,5
Kern,8/11/20,204,11,215,1282,73,1,29
Sutter,8/11/20,0,0,0,0,0,0,0
Humboldt,8/11/20,2,3,5,268,0,0,3
Shasta,8/11/20,2,2,4,427,2,0,8
San Benito,8/11/20,5,0,5,25,1,0,1
Santa Clara,8/11/20,170,25,195,3051,49,3,115
San Diego,8/11/20,263,73,336,6146,99,20,325
Fresno,8/11/20,273,31,304,1551,56,1,8
Imperial,8/11/20,36,1,37,261,12,0,14
Mariposa,8/11/20,0,0,0,19,0,0,0
Santa Barbara,8/11/20,75,14,89,666,26,5,40
Marin,8/11/20,14,0,14,321,4,0,11
Nevada,8/11/20,2,2,4,90,0,1,7
Amador,8/11/20,7,2,9,51,2,0,1
Modoc,8/11/20,0,0,0,41,0,0,0
Contra Costa,8/11/20,95,27,122,1449,34,3,47
Placer,8/11/20,67,24,91,741,14,3,31
San Mateo,8/11/20,47,14,61,685,11,1,27
Inyo,8/11/20,1,2,3,29,0,0,3
Tulare,8/11/20,86,8,94,714,11,1,11
Colusa,8/11/20,5,2,7,48,0,0,0
Siskiyou,8/11/20,0,0,0,56,0,0,5
Los Angeles,8/11/20,1481,470,1951,19342,481,66,871
Plumas,8/11/20,0,1,1,35,0,0,0
Mendocino,8/11/20,14,0,14,150,3,0,6
Monterey,8/11/20,54,5,59,710,16,1,19
San Bernardino,8/11/20,472,56,528,3903,162,11,139
Riverside,8/11/20,335,101,436,3358,106,14,114
San Francisco,8/11/20,88,14,102,1745,31,6,63
Yolo,8/11/20,9,0,9,96,3,0,5
Madera,8/11/20,44,11,55,274,8,1,7
Solano,8/11/20,41,11,52,552,16,2,5
Lake,8/11/20,0,2,2,65,0,0,6
El Dorado,8/11/20,2,0,2,189,2,0,6
Yuba,8/11/20,26,0,26,265,6,0,7
Kings,8/11/20,59,0,59,193,5,0,12
Sonoma,8/11/20,43,10,53,503,12,0,4
Ventura,8/11/20,79,34,113,1309,25,4,46
Alameda,8/11/20,170,53,223,2362,59,7,90
Orange,8/11/20,440,66,506,5709,141,11,230
Stanislaus,8/11/20,197,65,262,1249,51,4,15
Napa,8/11/20,8,0,8,359,4,0,19
Santa Cruz,8/11/20,13,8,21,277,5,0,11
San Luis Obispo,8/11/20,17,4,21,451,4,0,21
Mono,8/11/20,1,0,1,17,1,0,1
Merced,8/11/20,44,1,45,254,14,0,5
Lassen,8/11/20,0,0,0,25,0,0,0
Tehama,8/11/20,2,2,4,59,0,2,2
Trinity,8/11/20,0,0,0,25,0,0,0
Tuolumne,8/11/20,1,0,1,84,0,0,1
Sacramento,8/11/20,260,31,291,2495,83,4,94
San Joaquin,8/11/20,165,16,181,1012,54,2,26
Del Norte,8/11/20,2,1,3,52,1,0,1
El Dorado,8/12/20,2,0,2,189,2,0,8
Yolo,8/12/20,8,0,8,96,6,0,4
Sutter,8/12/20,0,0,0,0,0,0,0
Lassen,8/12/20,0,0,0,25,0,0,0
Plumas,8/12/20,0,0,0,35,0,0,0
Fresno,8/12/20,260,39,299,1568,57,2,9
Mariposa,8/12/20,0,0,0,19,0,0,0
Santa Barbara,8/12/20,73,6,79,666,26,1,42
Kings,8/12/20,51,0,51,193,6,0,9
Imperial,8/12/20,41,0,41,259,15,0,10
Inyo,8/12/20,1,2,3,29,1,0,3
Siskiyou,8/12/20,0,1,1,56,0,0,3
Modoc,8/12/20,0,0,0,41,0,0,0
Stanislaus,8/12/20,186,48,234,1250,50,4,19
Solano,8/12/20,37,9,46,555,15,1,4
Nevada,8/12/20,6,1,7,116,3,0,7
Santa Clara,8/12/20,167,25,192,3079,50,1,109
Los Angeles,8/12/20,1415,472,1887,19364,460,56,842
San Joaquin,8/12/20,155,17,172,1015,50,2,27
Calaveras,8/12/20,2,0,2,33,1,0,6
Orange,8/12/20,438,42,480,5738,143,6,211
Trinity,8/12/20,0,0,0,25,0,0,0
Santa Cruz,8/12/20,12,12,24,276,3,1,11
Kern,8/12/20,187,15,202,1286,75,2,31
Riverside,8/12/20,307,84,391,3370,94,12,117
Colusa,8/12/20,5,2,7,48,0,0,0
Contra Costa,8/12/20,100,28,128,1452,36,7,41
San Francisco,8/12/20,92,21,113,1804,31,4,53
Madera,8/12/20,37,9,46,274,6,0,7
Yuba,8/12/20,26,1,27,265,6,0,8
Glenn,8/12/20,0,2,2,47,0,0,0
Shasta,8/12/20,4,0,4,438,2,0,3
Napa,8/12/20,6,0,6,351,3,0,24
Del Norte,8/12/20,2,0,2,51,2,0,0
Lake,8/12/20,0,1,1,65,0,0,2
San Diego,8/12/20,244,76,320,6163,98,18,298
Tulare,8/12/20,84,6,90,714,8,1,11
Sonoma,8/12/20,38,10,48,519,11,2,8
Alameda,8/12/20,172,46,218,2371,57,3,77
San Luis Obispo,8/12/20,17,6,23,451,5,0,18
Ventura,8/12/20,76,29,105,1319,26,6,40
Mono,8/12/20,1,0,1,17,1,0,1
Tehama,8/12/20,2,0,2,59,2,0,1
San Benito,8/12/20,6,0,6,25,2,0,0
Merced,8/12/20,43,1,44,253,12,1,5
Sacramento,8/12/20,253,38,291,2481,85,6,81
Amador,8/12/20,5,0,5,51,2,0,2
Humboldt,8/12/20,3,2,5,266,1,1,4
Placer,8/12/20,62,34,96,739,14,3,28
Marin,8/12/20,11,4,15,321,4,0,8
San Mateo,8/12/20,49,14,63,684,11,1,25
Butte,8/12/20,18,0,18,451,11,0,2
San Bernardino,8/12/20,468,81,549,3962,159,12,137
Mendocino,8/12/20,16,0,16,150,4,0,4
Monterey,8/12/20,46,4,50,710,16,1,19
Tuolumne,8/12/20,2,0,2,84,0,0,4
San Benito,8/13/20,8,0,8,25,2,0,1
Riverside,8/13/20,314,89,403,4371,91,12,117
Humboldt,8/13/20,2,4,6,268,1,1,6
San Joaquin,8/13/20,145,14,159,1013,52,3,30
Mendocino,8/13/20,15,0,15,150,4,0,8
Tuolumne,8/13/20,2,0,2,84,0,0,1
Placer,8/13/20,53,23,76,736,13,2,28
Yuba,8/13/20,25,0,25,265,5,0,7
Yolo,8/13/20,5,0,5,96,4,0,5
Sacramento,8/13/20,240,29,269,2556,87,5,97
Modoc,8/13/20,0,0,0,41,0,0,0
Del Norte,8/13/20,1,0,1,51,1,0,1
Trinity,8/13/20,0,0,0,25,0,0,0
Sonoma,8/13/20,42,4,46,504,11,0,7
Solano,8/13/20,41,8,49,551,16,0,5
El Dorado,8/13/20,2,0,2,189,2,0,7
Orange,8/13/20,436,50,486,5713,152,11,225
Napa,8/13/20,6,0,6,359,3,0,20
Tulare,8/13/20,86,4,90,682,8,1,13
Shasta,8/13/20,6,0,6,438,1,0,2
San Luis Obispo,8/13/20,15,3,18,451,5,0,20
Sutter,8/13/20,0,0,0,0,0,0,0
Fresno,8/13/20,250,37,287,1583,54,2,9
Santa Clara,8/13/20,171,20,191,3135,57,2,98
Mariposa,8/13/20,0,0,0,19,0,0,0
Monterey,8/13/20,54,3,57,729,18,0,21
Stanislaus,8/13/20,197,65,262,1318,57,8,9
San Diego,8/13/20,244,65,309,6389,93,19,309
Alameda,8/13/20,165,40,205,2359,61,4,89
San Bernardino,8/13/20,481,70,551,3947,155,7,152
Marin,8/13/20,9,1,10,326,4,1,9
Nevada,8/13/20,3,2,5,116,0,0,4
San Mateo,8/13/20,49,17,66,699,14,2,27
Butte,8/13/20,21,0,21,451,10,0,2
Glenn,8/13/20,0,2,2,47,0,0,0
Mono,8/13/20,1,0,1,17,1,0,0
Contra Costa,8/13/20,97,15,112,1445,39,2,40
Lassen,8/13/20,0,0,0,25,0,0,0
Plumas,8/13/20,0,0,0,35,0,0,0
Ventura,8/13/20,75,30,105,1321,28,7,48
San Francisco,8/13/20,97,13,110,1777,33,1,59
Kern,8/13/20,172,16,188,1308,78,2,37
Inyo,8/13/20,4,1,5,29,2,0,2
Kings,8/13/20,49,2,51,193,6,0,10
Siskiyou,8/13/20,0,1,1,56,0,0,3
Imperial,8/13/20,35,0,35,259,13,0,14
Santa Barbara,8/13/20,68,4,72,666,22,1,43
Lake,8/13/20,0,0,0,65,0,0,3
Santa Cruz,8/13/20,11,12,23,276,2,1,12
Merced,8/13/20,44,1,45,253,13,0,4
Colusa,8/13/20,5,0,5,48,0,0,0
Madera,8/13/20,31,9,40,274,5,0,10
Tehama,8/13/20,0,0,0,59,0,0,5
Amador,8/13/20,7,0,7,51,2,0,3
Calaveras,8/13/20,12,1,13,312,3,0,26
Los Angeles,8/13/20,1393,520,1913,19575,456,72,977
Orange,8/14/20,434,60,494,5616,138,12,221
San Bernardino,8/14/20,475,61,536,3769,145,13,141
Mariposa,8/14/20,0,0,0,19,0,0,0
Solano,8/14/20,49,6,55,564,18,1,5
San Benito,8/14/20,9,0,9,25,2,0,1
Santa Barbara,8/14/20,63,4,67,666,21,1,46
Mendocino,8/14/20,13,0,13,150,4,0,7
Marin,8/14/20,13,6,19,329,4,1,13
San Francisco,8/14/20,94,13,107,1820,34,1,62
Contra Costa,8/14/20,93,23,116,1442,37,2,51
Monterey,8/14/20,48,2,50,729,17,0,16
Sacramento,8/14/20,249,31,280,2537,85,4,95
Stanislaus,8/14/20,192,51,243,1308,55,8,13
Calaveras,8/14/20,3,1,4,33,2,0,5
Amador,8/14/20,7,1,8,51,1,0,4
Trinity,8/14/20,0,0,0,25,0,0,0
Glenn,8/14/20,0,2,2,47,0,0,0
Lassen,8/14/20,0,1,1,25,0,0,0
Inyo,8/14/20,4,0,4,29,1,0,4
Imperial,8/14/20,36,1,37,259,12,0,13
Nevada,8/14/20,2,0,2,115,0,0,4
Kern,8/14/20,172,14,186,1305,75,1,24
Fresno,8/14/20,249,23,272,1595,55,2,11
Shasta,8/14/20,7,0,7,447,2,0,4
Tuolumne,8/14/20,2,1,3,84,0,1,1
